Role,Experience_Years,Skills,Salary_LPA
Quality Assurance Specialist,5,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",10.5
Quality Assurance Specialist,6,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",11.38
Quality Assurance Specialist,7,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",12.32
Quality Assurance Specialist,8,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",13.32
Quality Assurance Specialist,9,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",14.38
Quality Assurance Specialist,10,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",15.5
Quality Assurance Specialist,11,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",16.68
Quality Assurance Specialist,12,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",17.92
Quality Assurance Specialist,13,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",19.22
Quality Assurance Specialist,14,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",20.58
Quality Assurance Specialist,15,"gmp, qa audits, deviations, capa, sops, validation, regulatory compliance, fda, ich guidelines, quality systems",22.0
Formulation Scientist,0,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",7.5
Formulation Scientist,1,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",8.08
Formulation Scientist,2,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",8.72
Formulation Scientist,3,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",9.42
Formulation Scientist,4,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",10.18
Formulation Scientist,5,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",11.0
Formulation Scientist,6,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",11.88
Formulation Scientist,7,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",12.82
Formulation Scientist,8,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",13.82
Formulation Scientist,9,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",14.88
Formulation Scientist,10,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",16.0
Formulation Scientist,11,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",17.18
Formulation Scientist,12,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",18.42
Formulation Scientist,13,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",19.72
Formulation Scientist,14,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",21.08
Formulation Scientist,15,"drug formulation, preformulation, excipients, stability studies, analytical testing, pharmaceutical development, dosage forms",22.5
Product Design Engineer,0,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",6.5
Product Design Engineer,1,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",7.08
Product Design Engineer,2,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",7.72
Product Design Engineer,3,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",8.42
Product Design Engineer,4,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",9.18
Product Design Engineer,5,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",10.0
Product Design Engineer,6,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",10.88
Product Design Engineer,7,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",11.82
Product Design Engineer,8,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",12.82
Product Design Engineer,9,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",13.88
Product Design Engineer,10,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",15.0
Product Design Engineer,11,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",16.18
Product Design Engineer,12,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",17.42
Product Design Engineer,13,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",18.72
Product Design Engineer,14,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",20.08
Product Design Engineer,15,"cad, solidworks, catia, product development, dfm, tolerance analysis, prototyping, fea, material selection, gd&t",21.5
HVAC Engineer,0,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",6.0
HVAC Engineer,1,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",6.58
HVAC Engineer,2,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",7.22
HVAC Engineer,3,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",7.92
HVAC Engineer,4,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",8.68
HVAC Engineer,5,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",9.5
HVAC Engineer,6,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",10.38
HVAC Engineer,7,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",11.32
HVAC Engineer,8,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",12.32
HVAC Engineer,9,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",13.38
HVAC Engineer,10,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",14.5
HVAC Engineer,11,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",15.68
HVAC Engineer,12,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",16.92
HVAC Engineer,13,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",18.22
HVAC Engineer,14,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",19.58
HVAC Engineer,15,"hvac design, duct design, heat load calculation, chiller systems, ahu, autocad, ashrae, hvac systems commissioning",21.0
Thermal Engineer,0,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",6.5
Thermal Engineer,1,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",7.08
Thermal Engineer,2,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",7.72
Thermal Engineer,3,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",8.42
Thermal Engineer,4,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",9.18
Thermal Engineer,5,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",10.0
Thermal Engineer,6,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",10.88
Thermal Engineer,7,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",11.82
Thermal Engineer,8,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",12.82
Thermal Engineer,9,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",13.88
Thermal Engineer,10,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",15.0
Thermal Engineer,11,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",16.18
Thermal Engineer,12,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",17.42
Thermal Engineer,13,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",18.72
Thermal Engineer,14,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",20.08
Thermal Engineer,15,"thermodynamics, heat transfer, cfd, ansys, heat exchangers, thermal analysis, fluid mechanics, cooling systems",21.5
Automobile Engineer,0,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",6.5
Automobile Engineer,1,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",7.08
Automobile Engineer,2,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",7.72
Automobile Engineer,3,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",8.42
Automobile Engineer,4,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",9.18
Automobile Engineer,5,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",10.0
Automobile Engineer,6,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",10.88
Automobile Engineer,7,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",11.82
Automobile Engineer,8,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",12.82
Automobile Engineer,9,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",13.88
Automobile Engineer,10,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",15.0
Automobile Engineer,11,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",16.18
Automobile Engineer,12,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",17.42
Automobile Engineer,13,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",18.72
Automobile Engineer,14,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",20.08
Automobile Engineer,15,"vehicle dynamics, engine systems, powertrain, autocad, catia, automotive testing, obd, adas, norms compliance",21.5
Project Engineer Civil,0,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",6.0
Project Engineer Civil,1,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",6.58
Project Engineer Civil,2,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",7.22
Project Engineer Civil,3,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",7.92
Project Engineer Civil,4,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",8.68
Project Engineer Civil,5,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",9.5
Project Engineer Civil,6,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",10.38
Project Engineer Civil,7,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",11.32
Project Engineer Civil,8,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",12.32
Project Engineer Civil,9,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",13.38
Project Engineer Civil,10,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",14.5
Project Engineer Civil,11,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",15.68
Project Engineer Civil,12,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",16.92
Project Engineer Civil,13,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",18.22
Project Engineer Civil,14,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",19.58
Project Engineer Civil,15,"project management, site supervision, autocad, estimation, contract management, quality control, ms project, pert cpm, stakeholder coordination",21.0
Environmental Engineer,0,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",6.0
Environmental Engineer,1,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",6.58
Environmental Engineer,2,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",7.22
Environmental Engineer,3,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",7.92
Environmental Engineer,4,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",8.68
Environmental Engineer,5,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",9.5
Environmental Engineer,6,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",10.38
Environmental Engineer,7,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",11.32
Environmental Engineer,8,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",12.32
Environmental Engineer,9,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",13.38
Environmental Engineer,10,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",14.5
Environmental Engineer,11,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",15.68
Environmental Engineer,12,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",16.92
Environmental Engineer,13,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",18.22
Environmental Engineer,14,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",19.58
Environmental Engineer,15,"environmental impact assessment, etp, sewage treatment, pollution control, eia reports, sustainability, water treatment, solid waste",21.0
Transportation Engineer,0,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",6.0
Transportation Engineer,1,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",6.58
Transportation Engineer,2,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",7.22
Transportation Engineer,3,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",7.92
Transportation Engineer,4,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",8.68
Transportation Engineer,5,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",9.5
Transportation Engineer,6,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",10.38
Transportation Engineer,7,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",11.32
Transportation Engineer,8,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",12.32
Transportation Engineer,9,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",13.38
Transportation Engineer,10,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",14.5
Transportation Engineer,11,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",15.68
Transportation Engineer,12,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",16.92
Transportation Engineer,13,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",18.22
Transportation Engineer,14,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",19.58
Transportation Engineer,15,"highway design, traffic analysis, autocad, pavement design, geometric design, transportation planning, vissim, road safety",21.0
Geotechnical Engineer,0,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",6.5
Geotechnical Engineer,1,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",7.08
Geotechnical Engineer,2,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",7.72
Geotechnical Engineer,3,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",8.42
Geotechnical Engineer,4,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",9.18
Geotechnical Engineer,5,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",10.0
Geotechnical Engineer,6,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",10.88
Geotechnical Engineer,7,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",11.82
Geotechnical Engineer,8,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",12.82
Geotechnical Engineer,9,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",13.88
Geotechnical Engineer,10,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",15.0
Geotechnical Engineer,11,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",16.18
Geotechnical Engineer,12,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",17.42
Geotechnical Engineer,13,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",18.72
Geotechnical Engineer,14,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",20.08
Geotechnical Engineer,15,"soil mechanics, foundation design, slope stability, borehole analysis, geotechnical reports, plaxis, ground improvement, retaining walls",21.5
Lean Manufacturing Engineer,0,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",6.5
Lean Manufacturing Engineer,1,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",7.08
Lean Manufacturing Engineer,2,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",7.72
Lean Manufacturing Engineer,3,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",8.42
Lean Manufacturing Engineer,4,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",9.18
Lean Manufacturing Engineer,5,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",10.0
Lean Manufacturing Engineer,6,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",10.88
Lean Manufacturing Engineer,7,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",11.82
Lean Manufacturing Engineer,8,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",12.82
Lean Manufacturing Engineer,9,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",13.88
Lean Manufacturing Engineer,10,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",15.0
Lean Manufacturing Engineer,11,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",16.18
Lean Manufacturing Engineer,12,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",17.42
Lean Manufacturing Engineer,13,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",18.72
Lean Manufacturing Engineer,14,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",20.08
Lean Manufacturing Engineer,15,"lean manufacturing, six sigma, value stream mapping, kaizen, 5s, waste reduction, time and motion study, production optimization",21.5
Supply Chain Quality Analyst,0,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",6.5
Supply Chain Quality Analyst,1,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",7.08
Supply Chain Quality Analyst,2,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",7.72
Supply Chain Quality Analyst,3,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",8.42
Supply Chain Quality Analyst,4,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",9.18
Supply Chain Quality Analyst,5,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",10.0
Supply Chain Quality Analyst,6,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",10.88
Supply Chain Quality Analyst,7,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",11.82
Supply Chain Quality Analyst,8,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",12.82
Supply Chain Quality Analyst,9,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",13.88
Supply Chain Quality Analyst,10,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",15.0
Supply Chain Quality Analyst,11,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",16.18
Supply Chain Quality Analyst,12,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",17.42
Supply Chain Quality Analyst,13,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",18.72
Supply Chain Quality Analyst,14,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",20.08
Supply Chain Quality Analyst,15,"supplier audits, incoming quality control, apqp, ppap, root cause analysis, supplier corrective actions, spc, quality systems",21.5
Production Planner,0,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",6.5
Production Planner,1,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",7.08
Production Planner,2,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",7.72
Production Planner,3,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",8.42
Production Planner,4,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",9.18
Production Planner,5,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",10.0
Production Planner,6,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",10.88
Production Planner,7,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",11.82
Production Planner,8,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",12.82
Production Planner,9,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",13.88
Production Planner,10,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",15.0
Production Planner,11,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",16.18
Production Planner,12,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",17.42
Production Planner,13,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",18.72
Production Planner,14,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",20.08
Production Planner,15,"production planning, mrp, erp, capacity planning, scheduling, inventory control, demand forecasting, cross functional coordination",21.5
EHS Engineer,0,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",6.0
EHS Engineer,1,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",6.58
EHS Engineer,2,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",7.22
EHS Engineer,3,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",7.92
EHS Engineer,4,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",8.68
EHS Engineer,5,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",9.5
EHS Engineer,6,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",10.38
EHS Engineer,7,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",11.32
EHS Engineer,8,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",12.32
EHS Engineer,9,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",13.38
EHS Engineer,10,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",14.5
EHS Engineer,11,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",15.68
EHS Engineer,12,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",16.92
EHS Engineer,13,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",18.22
EHS Engineer,14,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",19.58
EHS Engineer,15,"environment health safety, risk assessment, incident investigation, iso 14001, ohsas 18001, safety audits, hazard analysis, permits to work",21.0
Growth Marketer,0,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",7.0
Growth Marketer,1,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",7.58
Growth Marketer,2,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",8.22
Growth Marketer,3,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",8.92
Growth Marketer,4,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",9.68
Growth Marketer,5,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",10.5
Growth Marketer,6,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",11.38
Growth Marketer,7,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",12.32
